ZIP,Year,earned_premium,earned_exposure,cat_fire_losses,noncat_fire_losses,CAT Cov A Smoke -  Incurred Losses,Non-CAT Cov A Smoke -  Incurred Losses,avg_fire_risk_score,avg_ppc,total_population,median_income,year_norm,year_sin,year_cos,premium_rolling_mean
93648,2018,830255,1245.73,0,125269,0,10578,0.33799999999999997,4.896,15108.0,51834.0,0,0.0,1.0,0.0
93648,2019,906592,1302.6,0,0,0,0,0.344,5.0200000000000005,15108.0,51834.0,1,1.0,6.123233995736766e-17,830255.0
93648,2020,1202511,1869.0,1927,1181098,53989,0,0.47833333333333333,,15108.0,51834.0,2,1.2246467991473532e-16,-1.0,868423.5
93648,2021,1273366,1825.0,0,515898,17650,0,0.5083333333333333,,15108.0,51834.0,3,-1.0,-1.8369701987210297e-16,979786.0
93649,2018,1633,1.0,0,0,0,0,0.0,8.0,16404.5,89916.0,0,0.0,1.0,0.0
93649,2019,2070,1.79,0,0,0,0,1.0,5.5,16404.5,89916.0,1,1.0,6.123233995736766e-17,1633.0
93649,2020,2136,3.0,0,0,0,0,0.09666666666666666,,16404.5,89916.0,2,1.2246467991473532e-16,-1.0,1851.5
93649,2021,1752,3.0,0,0,0,0,0.16666666666666666,,16404.5,89916.0,3,-1.0,-1.8369701987210297e-16,1946.3333333333333
93650,2018,229609,428.5,0,24932,0,0,0.13999999999999999,2.9699999999999998,2969.0,49877.0,0,0.0,1.0,0.0
93650,2019,254511,474.33,0,238727,0,0,0.118,2.346,2969.0,49877.0,1,1.0,6.123233995736766e-17,229609.0
93650,2020,443334,845.0,0,181848,35311,0,0.18833333333333332,,2969.0,49877.0,2,1.2246467991473532e-16,-1.0,242060.0
93650,2021,481727,857.0,0,299700,8488,0,0.21666666666666667,,2969.0,49877.0,3,-1.0,-1.8369701987210297e-16,309151.3333333333
93651,2018,392344,279.89,0,33269,0,0,2.162,6.6739999999999995,1441.0,93036.0,0,0.0,1.0,0.0
93651,2019,457830,298.04,0,0,0,0,2.1900000000000004,6.567,1441.0,93036.0,1,1.0,6.123233995736766e-17,392344.0
93651,2020,823199,512.0,245415,0,31506,0,1.7299999999999998,,1441.0,93036.0,2,1.2246467991473532e-16,-1.0,425087.0
93651,2021,993378,526.0,0,2100,0,0,1.7383333333333333,,1441.0,93036.0,3,-1.0,-1.8369701987210297e-16,557791.0
93652,2018,25657,22.68,0,0,0,0,0.05,6.032500000000001,314.0,44957.0,0,0.0,1.0,0.0
93652,2019,24464,21.9,0,0,0,0,0.024,6.848000000000001,314.0,44957.0,1,1.0,6.123233995736766e-17,25657.0
93652,2020,37876,42.0,0,0,0,0,0.31666666666666665,,314.0,44957.0,2,1.2246467991473532e-16,-1.0,25060.5
93652,2021,41737,45.0,0,0,0,0,0.3116666666666667,,314.0,44957.0,3,-1.0,-1.8369701987210297e-16,29332.333333333332
93653,2018,147779,106.74000000000001,0,0,0,0,2.08,7.918000000000001,1314.0,103750.0,0,0.0,1.0,0.0
93653,2019,172452,113.75,0,0,0,0,1.948,8.278,1314.0,103750.0,1,1.0,6.123233995736766e-17,147779.0
93653,2020,416678,275.0,0,15134,0,0,1.655,,1314.0,103750.0,2,1.2246467991473532e-16,-1.0,160115.5
93653,2021,554885,308.0,16972,655500,0,0,1.6033333333333335,,1314.0,103750.0,3,-1.0,-1.8369701987210297e-16,245636.33333333334
93654,2018,2298433,3181.2400000000002,0,372217,0,0,0.2833333333333334,4.011666666666667,31905.0,67471.0,0,0.0,1.0,0.0
93654,2019,2531822,3304.3399999999997,0,755238,0,0,0.29333333333333333,3.5975,31905.0,67471.0,1,1.0,6.123233995736766e-17,2298433.0
93654,2020,3413821,4666.0,2500,86341,44749,15673,0.46166666666666667,,31905.0,67471.0,2,1.2246467991473532e-16,-1.0,2415127.5
93654,2021,3753666,4737.0,10000,1072431,51826,10000,0.5083333333333333,,31905.0,67471.0,3,-1.0,-1.8369701987210297e-16,2748025.3333333335
93656,2018,413897,539.12,0,0,0,0,0.38000000000000006,4.585,6224.0,64481.0,0,0.0,1.0,0.0
93656,2019,421900,542.26,0,0,0,0,0.38000000000000006,4.503333333333333,6224.0,64481.0,1,1.0,6.123233995736766e-17,413897.0
93656,2020,539837,751.0,0,0,0,0,0.3066666666666667,,6224.0,64481.0,2,1.2246467991473532e-16,-1.0,417898.5
93656,2021,586856,769.0,11781,274685,0,0,0.3333333333333333,,6224.0,64481.0,3,-1.0,-1.8369701987210297e-16,458544.6666666667
93657,2018,10424580,13304.85,0,618477,0,18339,0.44999999999999996,4.055,36536.0,77655.0,0,0.0,1.0,0.0
93657,2019,3788741,4620.58,0,301104,0,0,0.43166666666666664,3.9266666666666663,36536.0,77655.0,1,1.0,6.123233995736766e-17,10424580.0
93657,2020,10339750,13006.0,232416,1134118,642754,25260,0.42,,36536.0,77655.0,2,1.2246467991473532e-16,-1.0,7106660.5
93657,2021,22923040,26072.0,329220,4261520,446120,78964,0.4566666666666666,,36536.0,77655.0,3,-1.0,-1.8369701987210297e-16,8184357.0
93660,2018,285289,403.17999999999995,0,2088,0,0,0.0625,4.2625,4062.0,54318.0,0,0.0,1.0,0.0
93660,2019,302332,408.62,0,337839,0,0,0.0625,4.2125,4062.0,54318.0,1,1.0,6.123233995736766e-17,285289.0
93660,2020,334419,439.0,0,0,7597,8373,0.235,,4062.0,54318.0,2,1.2246467991473532e-16,-1.0,293810.5
93660,2021,358274,448.0,0,5962,0,0,0.3066666666666667,,4062.0,54318.0,3,-1.0,-1.8369701987210297e-16,307346.6666666667
93661,2018,1552,2.0,0,0,0,0,0.0,4.0,16404.5,89916.0,0,0.0,1.0,0.0
93661,2019,1732,2.0,0,0,0,0,0.0,4.0,16404.5,89916.0,1,1.0,6.123233995736766e-17,1552.0
93661,2020,1803,2.0,0,0,0,0,0.0,,16404.5,89916.0,2,1.2246467991473532e-16,-1.0,1642.0
93661,2021,237,0.0,0,0,0,0,0.0,,16404.5,89916.0,3,-1.0,-1.8369701987210297e-16,1695.6666666666667
93662,2018,1807027,2683.69,9410,319101,0,6115,0.135,3.526666666666667,29499.0,56735.0,0,0.0,1.0,0.0
93662,2019,1998261,2862.18,0,514762,0,0,0.16333333333333333,3.5108333333333337,29499.0,56735.0,1,1.0,6.123233995736766e-17,1807027.0
93662,2020,3083748,4905.0,507079,669495,65963,14630,0.4583333333333333,,29499.0,56735.0,2,1.2246467991473532e-16,-1.0,1902644.0
93662,2021,3416056,5027.0,0,743775,29500,11135,0.505,,29499.0,56735.0,3,-1.0,-1.8369701987210297e-16,2296345.3333333335
93664,2018,1175467,721.43,0,0,0,0,2.627,5.891,328.0,142292.0,0,0.0,1.0,0.0
93664,2019,1718586,946.13,0,0,0,0,3.198333333333333,5.483333333333333,328.0,142292.0,1,1.0,6.123233995736766e-17,1175467.0
93664,2020,3937591,2024.0,32381877,6728073,211834,325267,2.75,,328.0,142292.0,2,1.2246467991473532e-16,-1.0,1447026.5
93664,2021,4747270,2100.0,0,1161326,9131,0,2.9,,328.0,142292.0,3,-1.0,-1.8369701987210297e-16,2277214.6666666665
93665,2018,29457,49.78,0,0,0,0,0.04,4.08,422.0,89916.0,0,0.0,1.0,0.0
93665,2019,33294,49.339999999999996,0,0,0,0,0.02666666666666667,3.9633333333333334,422.0,89916.0,1,1.0,6.123233995736766e-17,29457.0
93665,2020,48337,67.0,17809,0,0,0,0.09833333333333333,,422.0,89916.0,2,1.2246467991473532e-16,-1.0,31375.5
93665,2021,49107,72.0,0,12803,0,0,0.20666666666666667,,422.0,89916.0,3,-1.0,-1.8369701987210297e-16,37029.333333333336
93666,2018,2971,8.27,0,0,0,0,0.0,3.03,696.0,39531.0,0,0.0,1.0,0.0
93666,2019,5564,14.28,0,0,0,0,0.041999999999999996,3.2340000000000004,696.0,39531.0,1,1.0,6.123233995736766e-17,2971.0
93666,2020,10875,20.0,0,0,0,0,0.09666666666666668,,696.0,39531.0,2,1.2246467991473532e-16,-1.0,4267.5
93666,2021,12896,28.0,0,0,0,0,0.33666666666666667,,696.0,39531.0,3,-1.0,-1.8369701987210297e-16,6470.0
93667,2018,713666,549.0,0,0,0,0,2.2560000000000002,6.872,2118.0,68900.0,0,0.0,1.0,0.0
93667,2019,440583,305.5,0,75000,0,0,2.314,7.3,2118.0,68900.0,1,1.0,6.123233995736766e-17,713666.0
93667,2020,1874456,1332.0,215618,24302,110906,30844,1.9583333333333333,,2118.0,68900.0,2,1.2246467991473532e-16,-1.0,577124.5
93667,2021,1140434,696.0,0,0,0,0,1.9416666666666667,,2118.0,68900.0,3,-1.0,-1.8369701987210297e-16,1009568.3333333334
93668,2018,104123,135.86,0,0,0,0,0.148,4.232,806.0,61691.0,0,0.0,1.0,0.0
93668,2019,115240,142.86,0,191443,0,0,0.156,4.238,806.0,61691.0,1,1.0,6.123233995736766e-17,104123.0
93668,2020,112920,143.0,0,0,0,0,0.20833333333333334,,806.0,61691.0,2,1.2246467991473532e-16,-1.0,109681.5
93668,2021,116096,142.0,0,0,0,0,0.205,,806.0,61691.0,3,-1.0,-1.8369701987210297e-16,110761.0
93669,2018,122746,74.46,0,0,0,0,2.8899999999999997,7.364,297.0,78125.0,0,0.0,1.0,0.0
93669,2019,173450,90.35,0,0,0,0,2.418,8.064,297.0,78125.0,1,1.0,6.123233995736766e-17,122746.0
93669,2020,389197,199.0,4724,0,0,0,2.2533333333333334,,297.0,78125.0,2,1.2246467991473532e-16,-1.0,148098.0
93669,2021,490993,216.0,0,0,0,0,2.265,,297.0,78125.0,3,-1.0,-1.8369701987210297e-16,228464.33333333334
93670,2018,897,5.0,0,0,0,0,0.0,4.0,106.0,89916.0,0,0.0,1.0,0.0
93670,2019,966,5.19,0,0,0,0,0.0,4.04,106.0,89916.0,1,1.0,6.123233995736766e-17,897.0
93670,2020,2179,10.0,0,0,0,0,0.16666666666666666,,106.0,89916.0,2,1.2246467991473532e-16,-1.0,931.5
93670,2021,2319,10.0,0,0,0,0,0.16666666666666666,,106.0,89916.0,3,-1.0,-1.8369701987210297e-16,1347.3333333333333
93673,2018,27575,48.86,0,0,0,0,0.08666666666666667,4.276666666666666,354.0,56458.0,0,0.0,1.0,0.0
93673,2019,32785,55.9,0,0,0,0,0.0625,4.475,354.0,56458.0,1,1.0,6.123233995736766e-17,27575.0
93673,2020,50306,91.0,0,0,0,0,0.33666666666666667,,354.0,56458.0,2,1.2246467991473532e-16,-1.0,30180.0
93673,2021,54009,93.0,0,0,0,0,0.35000000000000003,,354.0,56458.0,3,-1.0,-1.8369701987210297e-16,36888.666666666664
93675,2018,395965,308.56,0,0,0,9782,2.1599999999999997,7.281666666666666,3739.0,80508.0,0,0.0,1.0,0.0
93675,2019,877262,654.88,0,0,0,0,2.0100000000000002,7.839,3739.0,80508.0,1,1.0,6.123233995736766e-17,395965.0
93675,2020,1161311,1028.0,23000,203107,0,0,1.625,,3739.0,80508.0,2,1.2246467991473532e-16,-1.0,636613.5
93675,2021,4034502,3243.0,0,21000,0,0,1.6183333333333332,,3739.0,80508.0,3,-1.0,-1.8369701987210297e-16,811512.6666666666
93701,2018,504851,780.25,96851,139877,0,0,0.14250000000000002,2.7525,10258.0,32192.0,0,0.0,1.0,0.0
93701,2019,557658,858.5300000000001,0,200458,0,0,0.1525,2.1225,10258.0,32192.0,1,1.0,6.123233995736766e-17,504851.0
93701,2020,688715,1073.0,61490,535843,61837,1870,0.17,,10258.0,32192.0,2,1.2246467991473532e-16,-1.0,531254.5
93701,2021,743550,1073.0,53018,331363,0,6309,0.18500000000000003,,10258.0,32192.0,3,-1.0,-1.8369701987210297e-16,583741.3333333334
93702,2018,2732222,4416.09,457532,454308,0,0,0.148,2.87,45241.0,44849.0,0,0.0,1.0,0.0
93702,2019,2960460,4654.349999999999,19750,1863106,0,86449,0.15599999999999997,2.222,45241.0,44849.0,1,1.0,6.123233995736766e-17,2732222.0
93702,2020,3431085,5534.0,175847,1697820,442694,0,0.25833333333333336,,45241.0,44849.0,2,1.2246467991473532e-16,-1.0,2846341.0
93702,2021,3685460,5575.0,37396,963924,61374,30737,0.2816666666666667,,45241.0,44849.0,3,-1.0,-1.8369701987210297e-16,3041255.6666666665
93703,2018,2414177,3697.2099999999996,4441,520427,0,0,0.16699999999999998,2.92,34166.0,43236.0,0,0.0,1.0,0.0
93703,2019,2607855,3878.1899999999996,0,1861901,0,0,0.16699999999999998,2.244,34166.0,43236.0,1,1.0,6.123233995736766e-17,2414177.0
93703,2020,3098628,4769.0,32233,643032,495354,42367,0.22833333333333336,,34166.0,43236.0,2,1.2246467991473532e-16,-1.0,2511016.0
93703,2021,3324620,4819.0,0,1231597,91243,7272,0.24833333333333332,,34166.0,43236.0,3,-1.0,-1.8369701987210297e-16,2706886.6666666665
93704,2018,3559421,4441.25,0,641694,0,0,0.259,2.788,29172.0,69659.0,0,0.0,1.0,0.0
93704,2019,3825771,4617.05,3184,443509,0,0,0.251,2.407,29172.0,69659.0,1,1.0,6.123233995736766e-17,3559421.0
93704,2020,4669752,6046.0,21198,970277,174701,53489,0.25666666666666665,,29172.0,69659.0,2,1.2246467991473532e-16,-1.0,3692596.0
93704,2021,5127609,6206.0,1562,260384,20467,33102,0.29833333333333334,,29172.0,69659.0,3,-1.0,-1.8369701987210297e-16,4018314.6666666665
93705,2018,3077980,4657.94,0,370291,0,0,0.19416666666666668,2.9308333333333336,37940.0,55152.0,0,0.0,1.0,0.0
93705,2019,3272872,4826.650000000001,13714,756920,0,0,0.1775,2.3158333333333334,37940.0,55152.0,1,1.0,6.123233995736766e-17,3077980.0
93705,2020,4049538,6283.0,227719,653093,499687,78858,0.27166666666666667,,37940.0,55152.0,2,1.2246467991473532e-16,-1.0,3175426.0
93705,2021,4415114,6389.0,68979,1266657,52826,108874,0.3116666666666667,,37940.0,55152.0,3,-1.0,-1.8369701987210297e-16,3466796.6666666665
93706,2018,2297804,3294.5,17916,781829,0,0,0.12666666666666668,3.948333333333333,40635.0,40023.0,0,0.0,1.0,0.0
93706,2019,2500098,3460.5099999999998,0,1393515,0,2076,0.16,2.7083333333333335,40635.0,40023.0,1,1.0,6.123233995736766e-17,2297804.0
93706,2020,2954976,4264.0,418808,362781,1034438,49996,0.24000000000000002,,40635.0,40023.0,2,1.2246467991473532e-16,-1.0,2398951.0
93706,2021,3199500,4280.0,7600,1283757,101303,17746,0.25833333333333336,,40635.0,40023.0,3,-1.0,-1.8369701987210297e-16,2584292.6666666665
93710,2018,2585355,3691.09,0,1266126,0,0,0.26,2.8890000000000002,32579.0,62294.0,0,0.0,1.0,0.0
93710,2019,2708121,3859.6900000000005,0,62489,0,0,0.22999999999999998,2.286,32579.0,62294.0,1,1.0,6.123233995736766e-17,2585355.0
93710,2020,3367098,5212.0,370902,166190,326421,16370,0.3133333333333333,,32579.0,62294.0,2,1.2246467991473532e-16,-1.0,2646738.0
93710,2021,3647995,5218.0,15503,152122,42513,51579,0.3233333333333333,,32579.0,62294.0,3,-1.0,-1.8369701987210297e-16,2886858.0
93711,2018,7035230,6852.72,3190,720431,0,0,0.2758333333333333,2.89,39360.0,97492.0,0,0.0,1.0,0.0
93711,2019,7390320,6936.65,0,85752,0,0,0.24916666666666668,2.481666666666667,39360.0,97492.0,1,1.0,6.123233995736766e-17,7035230.0
93711,2020,8789124,8853.0,194533,750326,416043,23976,0.26833333333333337,,39360.0,97492.0,2,1.2246467991473532e-16,-1.0,7212775.0
93711,2021,9607585,8974.0,0,1132458,33209,128417,0.3333333333333333,,39360.0,97492.0,3,-1.0,-1.8369701987210297e-16,7738224.666666667
93720,2018,7118070,8354.5,0,327306,0,0,0.33749999999999997,2.9175,49463.0,103636.0,0,0.0,1.0,0.0
93720,2019,7514915,8531.25,2799,2402,0,2358,0.33749999999999997,2.3291666666666666,49463.0,103636.0,1,1.0,6.123233995736766e-17,7118070.0
93720,2020,9132760,11211.0,189359,656570,585896,34865,0.41500000000000004,,49463.0,103636.0,2,1.2246467991473532e-16,-1.0,7316492.5
93720,2021,10000079,11362.0,23290,276381,86313,31663,0.4533333333333333,,49463.0,103636.0,3,-1.0,-1.8369701987210297e-16,7921915.0
93721,2018,113276,259.69,0,0,0,0,0.23399999999999999,2.762,7606.0,32602.0,0,0.0,1.0,0.0
93721,2019,125205,309.59000000000003,0,316,0,0,0.20299999999999999,2.23,7606.0,32602.0,1,1.0,6.123233995736766e-17,113276.0
93721,2020,167003,493.0,30532,0,11496,25000,0.20666666666666667,,7606.0,32602.0,2,1.2246467991473532e-16,-1.0,119240.5
93721,2021,182235,498.0,0,0,0,0,0.27666666666666667,,7606.0,32602.0,3,-1.0,-1.8369701987210297e-16,135161.33333333334
93722,2018,8903263,12091.9,0,1083026,0,0,0.21333333333333335,2.9625,84500.0,77335.0,0,0.0,1.0,0.0
93722,2019,9712620,12591.689999999999,0,1368081,0,0,0.15416666666666665,2.4,84500.0,77335.0,1,1.0,6.123233995736766e-17,8903263.0
93722,2020,11705954,15539.0,1255110,1722055,1883086,81870,0.25,,84500.0,77335.0,2,1.2246467991473532e-16,-1.0,9307941.5
93722,2021,12678427,15503.0,16496,1118343,173903,358216,0.2783333333333333,,84500.0,77335.0,3,-1.0,-1.8369701987210297e-16,10107279.0
93723,2018,1273425,1607.21,0,0,0,0,0.155,3.5825,14158.0,116295.0,0,0.0,1.0,0.0
93723,2019,1469260,1698.8899999999999,0,74890,0,0,0.126,3.2060000000000004,14158.0,116295.0,1,1.0,6.123233995736766e-17,1273425.0
93723,2020,1936188,2208.0,275041,371092,203838,0,0.25166666666666665,,14158.0,116295.0,2,1.2246467991473532e-16,-1.0,1371342.5
93723,2021,2184998,2292.0,10760,508625,30035,32160,0.3,,14158.0,116295.0,3,-1.0,-1.8369701987210297e-16,1559624.3333333333
93725,2018,1715090,2458.55,21729,954882,0,0,0.10200000000000001,3.4899999999999998,25520.0,71099.0,0,0.0,1.0,0.0
93725,2019,1884380,2583.75,0,643141,0,0,0.096,3.037,25520.0,71099.0,1,1.0,6.123233995736766e-17,1715090.0
93725,2020,2351979,3322.0,174799,195843,587053,103371,0.22666666666666668,,25520.0,71099.0,2,1.2246467991473532e-16,-1.0,1799735.0
93725,2021,2511917,3312.0,0,542198,41590,4951,0.25,,25520.0,71099.0,3,-1.0,-1.8369701987210297e-16,1983816.3333333333
93726,2018,3176614,4695.27,207215,120066,0,79180,0.1925,2.9116666666666666,44766.0,51913.0,0,0.0,1.0,0.0
93726,2019,3394143,4876.23,0,673723,0,5457,0.1775,2.3516666666666666,44766.0,51913.0,1,1.0,6.123233995736766e-17,3176614.0
93726,2020,4244250,6653.0,140418,737005,501560,3556,0.29333333333333333,,44766.0,51913.0,2,1.2246467991473532e-16,-1.0,3285378.5
93726,2021,4616732,6756.0,6887,1180051,101791,32105,0.325,,44766.0,51913.0,3,-1.0,-1.8369701987210297e-16,3605002.3333333335
93727,2018,7355189,10256.48,13303,838826,0,0,0.215,2.8825,83630.0,82247.0,0,0.0,1.0,0.0
93727,2019,8076326,10930.47,154357,788235,0,0,0.2316666666666667,2.3991666666666664,83630.0,82247.0,1,1.0,6.123233995736766e-17,7355189.0
93727,2020,10219681,14185.0,654342,1263812,1563676,141500,0.3016666666666667,,83630.0,82247.0,2,1.2246467991473532e-16,-1.0,7715757.5
93727,2021,11405190,14649.0,89291,735400,250682,69466,0.34,,83630.0,82247.0,3,-1.0,-1.8369701987210297e-16,8550398.666666666
93728,2018,1467069,2174.77,0,131829,0,0,0.22416666666666665,3.0066666666666664,18077.0,52809.0,0,0.0,1.0,0.0
93728,2019,1564566,2297.81,0,394301,0,0,0.17833333333333332,2.1416666666666666,18077.0,52809.0,1,1.0,6.123233995736766e-17,1467069.0
93728,2020,1938312,2994.0,38027,2157159,269687,15930,0.3066666666666667,,18077.0,52809.0,2,1.2246467991473532e-16,-1.0,1515817.5
93728,2021,2120485,3039.0,3570,1129565,23057,4165,0.345,,18077.0,52809.0,3,-1.0,-1.8369701987210297e-16,1656649.0
93729,2018,2858,2.01,0,0,0,0,2.0,3.0,16404.5,89916.0,0,0.0,1.0,0.0
93729,2019,1738,0.61,0,0,0,0,0.29,2.15,16404.5,89916.0,1,1.0,6.123233995736766e-17,2858.0
93729,2020,3033,1.0,0,0,0,0,0.0,,16404.5,89916.0,2,1.2246467991473532e-16,-1.0,2298.0
93729,2021,602,1.0,0,0,0,0,0.0,,16404.5,89916.0,3,-1.0,-1.8369701987210297e-16,2543.0
93730,2018,2551488,2572.1400000000003,0,262186,0,0,0.394,2.868,13021.0,143320.0,0,0.0,1.0,0.0
93730,2019,2918275,2762.0699999999997,0,248013,0,0,0.476,2.378,13021.0,143320.0,1,1.0,6.123233995736766e-17,2551488.0
93730,2020,3551339,3434.0,37458,701432,137696,0,0.22166666666666668,,13021.0,143320.0,2,1.2246467991473532e-16,-1.0,2734881.5
93730,2021,4001032,3510.0,0,34181,37621,1711,0.32166666666666666,,13021.0,143320.0,3,-1.0,-1.8369701987210297e-16,3007034.0
93737,2018,628121,808.2499999999999,0,0,0,0,0.1775,3.5925000000000002,6360.0,103798.0,0,0.0,1.0,0.0
93737,2019,789559,942.53,0,0,0,0,0.1825,3.46,6360.0,103798.0,1,1.0,6.123233995736766e-17,628121.0
93737,2020,1079906,1304.0,78027,2000,66822,0,0.30666666666666664,,6360.0,103798.0,2,1.2246467991473532e-16,-1.0,708840.0
93737,2021,1272709,1444.0,0,830311,27449,11220,0.3116666666666667,,6360.0,103798.0,3,-1.0,-1.8369701987210297e-16,832528.6666666666
93750,2018,1061,1.0,0,0,0,0,0.0,2.0,16404.5,89916.0,0,0.0,1.0,0.0
93750,2019,1245,1.0,0,0,0,0,0.0,2.0,16404.5,89916.0,1,1.0,6.123233995736766e-17,1061.0
93750,2020,1900,2.0,599604,0,0,0,0.0,,16404.5,89916.0,2,1.2246467991473532e-16,-1.0,1153.0
93750,2021,0,0.0,0,0,0,0,0.0,,16404.5,89916.0,3,-1.0,-1.8369701987210297e-16,1402.0
93760,2018,1222,1.0,0,0,0,0,0.0,9.0,16404.5,89916.0,0,0.0,1.0,0.0
93760,2019,1189,1.0,0,0,0,0,0.0,9.0,16404.5,89916.0,1,1.0,6.123233995736766e-17,1222.0
93760,2020,1205,1.0,0,0,0,0,0.0,,16404.5,89916.0,2,1.2246467991473532e-16,-1.0,1205.5
93760,2021,1079,1.0,0,0,0,0,0.0,,16404.5,89916.0,3,-1.0,-1.8369701987210297e-16,1205.3333333333333
93901,2018,2667840,3353.02,0,3976,0,27311,0.22083333333333333,2.8333333333333335,29480.0,91639.0,0,0.0,1.0,0.0
93901,2019,2860132,3483.1600000000003,0,4500,0,0,0.2316666666666667,2.5775,29480.0,91639.0,1,1.0,6.123233995736766e-17,2667840.0
93901,2020,4046170,5606.0,5480,551753,0,0,0.37333333333333335,,29480.0,91639.0,2,1.2246467991473532e-16,-1.0,2763986.0
93901,2021,4457382,5657.0,21035,817651,0,0,0.38999999999999996,,29480.0,91639.0,3,-1.0,-1.8369701987210297e-16,3191380.6666666665
93905,2018,3003956,4347.64,0,157281,0,0,0.21750000000000003,3.01,64596.0,75716.0,0,0.0,1.0,0.0
93905,2019,3357106,4654.41,0,55152,0,0,0.19666666666666666,3.045,64596.0,75716.0,1,1.0,6.123233995736766e-17,3003956.0
93905,2020,4769776,7109.0,8483,123730,0,0,0.4266666666666667,,64596.0,75716.0,2,1.2246467991473532e-16,-1.0,3180531.0
93905,2021,5260610,7208.0,0,849078,0,0,0.4366666666666667,,64596.0,75716.0,3,-1.0,-1.8369701987210297e-16,3710279.3333333335
93906,2018,4918944,6606.39,0,265627,0,37566,0.25166666666666665,2.9458333333333333,64592.0,96044.0,0,0.0,1.0,0.0
93906,2019,5385984,6920.88,0,583492,0,0,0.24166666666666667,3.019166666666667,64592.0,96044.0,1,1.0,6.123233995736766e-17,4918944.0
93906,2020,7426031,10411.0,0,468641,0,0,0.4033333333333333,,64592.0,96044.0,2,1.2246467991473532e-16,-1.0,5152464.0
93906,2021,8130267,10441.0,12922,1018478,0,0,0.4283333333333333,,64592.0,96044.0,3,-1.0,-1.8369701987210297e-16,5910319.666666667
93907,2018,2852771,3009.55,0,116056,0,0,1.6066666666666667,3.4258333333333333,24922.0,103268.0,0,0.0,1.0,0.0
93907,2019,3136432,3102.1200000000003,0,80166,4359,0,1.6759999999999997,3.339,24922.0,103268.0,1,1.0,6.123233995736766e-17,2852771.0
93907,2020,4958787,5056.0,0,51551,5729,0,1.26,,24922.0,103268.0,2,1.2246467991473532e-16,-1.0,2994601.5
93907,2021,5694597,5121.0,0,1038775,0,0,1.3166666666666667,,24922.0,103268.0,3,-1.0,-1.8369701987210297e-16,3649330.0
93908,2018,3014006,2220.02,41276,774914,0,0,1.71,4.510833333333333,12517.0,164554.0,0,0.0,1.0,0.0
93908,2019,3352213,2295.1800000000003,0,26657,0,0,1.7341666666666666,4.608333333333333,12517.0,164554.0,1,1.0,6.123233995736766e-17,3014006.0
93908,2020,5220725,3505.0,3927670,1251783,220071,118916,1.4633333333333336,,12517.0,164554.0,2,1.2246467991473532e-16,-1.0,3183109.5
93908,2021,6224211,3574.0,23427,483953,0,0,1.4716666666666667,,12517.0,164554.0,3,-1.0,-1.8369701987210297e-16,3862314.6666666665
93920,2018,304723,81.05,0,0,0,0,2.585,8.445,1564.0,72540.0,0,0.0,1.0,0.0
93920,2019,388713,103.82,0,0,0,0,2.618,8.126,1564.0,72540.0,1,1.0,6.123233995736766e-17,304723.0
93920,2020,1659422,528.0,6306480,1928928,0,0,1.915,,1564.0,72540.0,2,1.2246467991473532e-16,-1.0,346718.0
93920,2021,1124127,287.0,0,0,0,0,2.0283333333333333,,1564.0,72540.0,3,-1.0,-1.8369701987210297e-16,784286.0
93921,2018,772710,465.76,0,0,0,0,2.136,2.1670000000000003,2459.0,87457.0,0,0.0,1.0,0.0
93921,2019,952969,510.24,0,0,0,0,1.786,2.0580000000000003,2459.0,87457.0,1,1.0,6.123233995736766e-17,772710.0
93921,2020,1942763,1338.0,0,0,0,0,1.2,,2459.0,87457.0,2,1.2246467991473532e-16,-1.0,862839.5
93921,2021,2171451,1359.0,0,0,0,0,1.3616666666666666,,2459.0,87457.0,3,-1.0,-1.8369701987210297e-16,1222814.0
93922,2018,8053,2.82,0,0,0,0,0.635,2.65,16404.5,89916.0,0,0.0,1.0,0.0
93922,2019,12192,5.12,0,0,0,0,1.3733333333333333,2.42,16404.5,89916.0,1,1.0,6.123233995736766e-17,8053.0
93922,2020,11758,7.0,0,0,0,0,0.42,,16404.5,89916.0,2,1.2246467991473532e-16,-1.0,10122.5
93922,2021,12291,7.0,0,0,0,0,0.3666666666666667,,16404.5,89916.0,3,-1.0,-1.8369701987210297e-16,10667.666666666666
93923,2018,4114147,2295.1600000000003,0,0,0,0,1.9,2.8,12377.0,122500.0,0,0.0,1.0,0.0
93923,2019,4624865,2379.47,0,8391,0,0,1.9129999999999998,2.513,12377.0,122500.0,1,1.0,6.123233995736766e-17,4114147.0
93923,2020,7973788,4564.0,367356,72990,3954,0,1.9133333333333333,,12377.0,122500.0,2,1.2246467991473532e-16,-1.0,4369506.0
93923,2021,9829056,4860.0,0,2730,0,0,1.9349999999999998,,12377.0,122500.0,3,-1.0,-1.8369701987210297e-16,5570933.333333333
93924,2018,1836298,1172.81,0,402383,0,0,2.1670000000000003,3.6759999999999997,6046.0,162656.0,0,0.0,1.0,0.0
93924,2019,2337191,1296.49,0,1500,0,0,2.3725,4.213333333333334,6046.0,162656.0,1,1.0,6.123233995736766e-17,1836298.0
93924,2020,8727370,4580.0,46072460,4993158,106444,0,2.3283333333333336,,6046.0,162656.0,2,1.2246467991473532e-16,-1.0,2086744.5
93924,2021,5248717,2297.0,0,0,0,0,2.3316666666666666,,6046.0,162656.0,3,-1.0,-1.8369701987210297e-16,4300286.333333333
