ZIP,Year,earned_premium,earned_exposure,cat_fire_losses,noncat_fire_losses,avg_fire_risk_score,task1a_qcrossformer_deep_task1a_deep_quantum_full2021_risk_2021,task1a_qcrossformer_deep_task1a_deep_quantum_full2021_risk_is_predicted,avg_ppc,total_population,median_income,premium_rolling_mean,year_sin,year_cos
93901,2018,2667840,3353.02,0,3976,0.2208333333333333,0.33709532,1,2.833333333333333,29480.0,91639.0,0.0,0.0,1.0
93901,2019,2860132,3483.1600000000003,0,4500,0.2316666666666667,0.33709532,1,2.5775,29480.0,91639.0,2667840.0,1.0,6.123233995736766e-17
93901,2020,4046170,5606.0,5480,551753,0.3733333333333333,0.33709532,1,,29480.0,91639.0,2763986.0,1.2246467991473532e-16,-1.0
93901,2021,4457382,5657.0,21035,817651,0.3899999999999999,0.33709532,1,,29480.0,91639.0,3191380.6666666665,-1.0,-1.8369701987210294e-16
93905,2018,3003956,4347.64,0,157281,0.2175,0.364523,1,3.01,64596.0,75716.0,0.0,0.0,1.0
93905,2019,3357106,4654.41,0,55152,0.1966666666666666,0.364523,1,3.045,64596.0,75716.0,3003956.0,1.0,6.123233995736766e-17
93905,2020,4769776,7109.0,8483,123730,0.4266666666666667,0.364523,1,,64596.0,75716.0,3180531.0,1.2246467991473532e-16,-1.0
93905,2021,5260610,7208.0,0,849078,0.4366666666666667,0.364523,1,,64596.0,75716.0,3710279.3333333335,-1.0,-1.8369701987210294e-16
93906,2018,4918944,6606.39,0,265627,0.2516666666666666,0.35700756,1,2.9458333333333333,64592.0,96044.0,0.0,0.0,1.0
93906,2019,5385984,6920.88,0,583492,0.2416666666666666,0.35700756,1,3.019166666666667,64592.0,96044.0,4918944.0,1.0,6.123233995736766e-17
93906,2020,7426031,10411.0,0,468641,0.4033333333333333,0.35700756,1,,64592.0,96044.0,5152464.0,1.2246467991473532e-16,-1.0
93906,2021,8130267,10441.0,12922,1018478,0.4283333333333333,0.35700756,1,,64592.0,96044.0,5910319.666666667,-1.0,-1.8369701987210294e-16
93907,2018,2852771,3009.55,0,116056,1.606666666666667,1.2750893,1,3.4258333333333333,24922.0,103268.0,0.0,0.0,1.0
93907,2019,3136432,3102.1200000000003,0,80166,1.6759999999999995,1.2750893,1,3.339,24922.0,103268.0,2852771.0,1.0,6.123233995736766e-17
93907,2020,4958787,5056.0,0,51551,1.26,1.2750893,1,,24922.0,103268.0,2994601.5,1.2246467991473532e-16,-1.0
93907,2021,5694597,5121.0,0,1038775,1.3166666666666669,1.2750893,1,,24922.0,103268.0,3649330.0,-1.0,-1.8369701987210294e-16
93908,2018,3014006,2220.02,41276,774914,1.71,1.4798286,1,4.510833333333333,12517.0,164554.0,0.0,0.0,1.0
93908,2019,3352213,2295.1800000000003,0,26657,1.7341666666666666,1.4798286,1,4.608333333333333,12517.0,164554.0,3014006.0,1.0,6.123233995736766e-17
93908,2020,5220725,3505.0,3927670,1251783,1.4633333333333336,1.4798286,1,,12517.0,164554.0,3183109.5,1.2246467991473532e-16,-1.0
93908,2021,6224211,3574.0,23427,483953,1.471666666666667,1.4798286,1,,12517.0,164554.0,3862314.6666666665,-1.0,-1.8369701987210294e-16
93920,2018,304723,81.05,0,0,2.585,2.1307688,1,8.445,1564.0,72540.0,0.0,0.0,1.0
93920,2019,388713,103.82,0,0,2.618,2.1307688,1,8.126,1564.0,72540.0,304723.0,1.0,6.123233995736766e-17
93920,2020,1659422,528.0,6306480,1928928,1.915,2.1307688,1,,1564.0,72540.0,346718.0,1.2246467991473532e-16,-1.0
93920,2021,1124127,287.0,0,0,2.0283333333333333,2.1307688,1,,1564.0,72540.0,784286.0,-1.0,-1.8369701987210294e-16
93921,2018,772710,465.76,0,0,2.136,1.2434102,1,2.1670000000000003,2459.0,87457.0,0.0,0.0,1.0
93921,2019,952969,510.24,0,0,1.786,1.2434102,1,2.0580000000000003,2459.0,87457.0,772710.0,1.0,6.123233995736766e-17
93921,2020,1942763,1338.0,0,0,1.2,1.2434102,1,,2459.0,87457.0,862839.5,1.2246467991473532e-16,-1.0
93921,2021,2171451,1359.0,0,0,1.3616666666666666,1.2434102,1,,2459.0,87457.0,1222814.0,-1.0,-1.8369701987210294e-16
93922,2018,8053,2.82,0,0,0.635,0.5204612,1,2.65,16404.5,89916.0,0.0,0.0,1.0
93922,2019,12192,5.12,0,0,1.3733333333333333,0.5204612,1,2.42,16404.5,89916.0,8053.0,1.0,6.123233995736766e-17
93922,2020,11758,7.0,0,0,0.42,0.5204612,1,,16404.5,89916.0,10122.5,1.2246467991473532e-16,-1.0
93922,2021,12291,7.0,0,0,0.3666666666666667,0.5204612,1,,16404.5,89916.0,10667.666666666666,-1.0,-1.8369701987210294e-16
93923,2018,4114147,2295.1600000000003,0,0,1.9,2.0606675,1,2.8,12377.0,122500.0,0.0,0.0,1.0
93923,2019,4624865,2379.47,0,8391,1.913,2.0606675,1,2.513,12377.0,122500.0,4114147.0,1.0,6.123233995736766e-17
93923,2020,7973788,4564.0,367356,72990,1.913333333333333,2.0606675,1,,12377.0,122500.0,4369506.0,1.2246467991473532e-16,-1.0
93923,2021,9829056,4860.0,0,2730,1.935,2.0606675,1,,12377.0,122500.0,5570933.333333333,-1.0,-1.8369701987210294e-16
93924,2018,1836298,1172.81,0,402383,2.1670000000000003,2.3266983,1,3.676,6046.0,162656.0,0.0,0.0,1.0
93924,2019,2337191,1296.49,0,1500,2.3725,2.3266983,1,4.213333333333334,6046.0,162656.0,1836298.0,1.0,6.123233995736766e-17
93924,2020,8727370,4580.0,46072460,4993158,2.3283333333333336,2.3266983,1,,6046.0,162656.0,2086744.5,1.2246467991473532e-16,-1.0
93924,2021,5248717,2297.0,0,0,2.3316666666666666,2.3266983,1,,6046.0,162656.0,4300286.333333333,-1.0,-1.8369701987210294e-16
93925,2018,92766,112.98,0,0,1.1125,0.688266,1,5.4375,1320.0,70909.0,0.0,0.0,1.0
93925,2019,108122,124.23999999999998,0,0,0.9425,0.688266,1,4.9675,1320.0,70909.0,92766.0,1.0,6.123233995736766e-17
93925,2020,192931,187.0,0,0,0.6983333333333334,0.688266,1,,1320.0,70909.0,100444.0,1.2246467991473532e-16,-1.0
93925,2021,228097,184.0,0,0,0.7583333333333333,0.688266,1,,1320.0,70909.0,131273.0,-1.0,-1.8369701987210294e-16
93926,2018,651652,994.77,0,0,0.2625,0.32133994,1,2.965,8998.0,77418.0,0.0,0.0,1.0
93926,2019,748533,1059.47,0,0,0.2125,0.32133994,1,3.0525,8998.0,77418.0,651652.0,1.0,6.123233995736766e-17
93926,2020,991649,1330.0,0,0,0.3416666666666666,0.32133994,1,,8998.0,77418.0,700092.5,1.2246467991473532e-16,-1.0
93926,2021,1100425,1336.0,0,3207,0.3216666666666667,0.32133994,1,,8998.0,77418.0,797278.0,-1.0,-1.8369701987210294e-16
93927,2018,1128728,1772.29,0,27446,0.992,0.6161329,1,6.006,21131.0,77272.0,0.0,0.0,1.0
93927,2019,1266360,1901.16,0,50000,0.8140000000000001,0.6161329,1,5.715999999999999,21131.0,77272.0,1128728.0,1.0,6.123233995736766e-17
93927,2020,1638667,2394.0,20875,153606,0.6316666666666667,0.6161329,1,,21131.0,77272.0,1197544.0,1.2246467991473532e-16,-1.0
93927,2021,1881328,2447.0,0,0,0.6716666666666667,0.6161329,1,,21131.0,77272.0,1344585.0,-1.0,-1.8369701987210294e-16
93928,2018,2696,2.0,0,0,1.0,1.0763948,1,7.5,1084.0,89916.0,0.0,0.0,1.0
93928,2019,5353,2.62,0,0,1.0,1.0763948,1,8.09,1084.0,89916.0,2696.0,1.0,6.123233995736766e-17
93928,2020,16256,12.0,0,0,1.1716666666666666,1.0763948,1,,1084.0,89916.0,4024.5,1.2246467991473532e-16,-1.0
93928,2021,16037,14.0,0,0,1.6133333333333333,1.0763948,1,,1084.0,89916.0,8101.666666666667,-1.0,-1.8369701987210294e-16
93930,2018,994959,1563.3,0,0,0.3966666666666666,0.5222349,1,4.605,17124.0,72555.0,0.0,0.0,1.0
93930,2019,1142360,1681.28,0,862000,0.4516666666666666,0.5222349,1,4.403333333333333,17124.0,72555.0,994959.0,1.0,6.123233995736766e-17
93930,2020,5362266,7260.0,0,362349,0.6133333333333333,0.5222349,1,,17124.0,72555.0,1068659.5,1.2246467991473532e-16,-1.0
93930,2021,2056200,2451.0,0,9419,0.6683333333333333,0.5222349,1,,17124.0,72555.0,2499861.6666666665,-1.0,-1.8369701987210294e-16
93932,2018,37302,28.1,0,0,1.082,0.7944374,1,5.308,431.0,95774.0,0.0,0.0,1.0
93932,2019,40761,30.360000000000003,0,0,0.972,0.7944374,1,5.548,431.0,95774.0,37302.0,1.0,6.123233995736766e-17
93932,2020,117040,106.0,0,0,0.8333333333333334,0.7944374,1,,431.0,95774.0,39031.5,1.2246467991473532e-16,-1.0
93932,2021,154409,119.0,0,0,1.0333333333333334,0.7944374,1,,431.0,95774.0,65034.333333333336,-1.0,-1.8369701987210294e-16
93933,2018,1676936,2503.55,0,68502,0.2891666666666667,0.4467329,1,3.1175,27617.0,92625.0,0.0,0.0,1.0
93933,2019,1922668,2786.84,0,4821,0.315,0.4467329,1,2.93,27617.0,92625.0,1676936.0,1.0,6.123233995736766e-17
93933,2020,3116717,4839.0,0,76464,0.535,0.4467329,1,,27617.0,92625.0,1799802.0,1.2246467991473532e-16,-1.0
93933,2021,3525445,4990.0,0,133775,0.5433333333333333,0.4467329,1,,27617.0,92625.0,2238773.6666666665,-1.0,-1.8369701987210294e-16
93940,2018,3878146,4057.41,698313,81397,1.09,1.1436445,1,2.129,30951.0,110669.0,0.0,0.0,1.0
93940,2019,4309923,4260.58,2980,133427,1.2,1.1436445,1,2.146,30951.0,110669.0,3878146.0,1.0,6.123233995736766e-17
93940,2020,7192042,7625.0,3647,571751,1.211666666666667,1.1436445,1,,30951.0,110669.0,4094034.5,1.2246467991473532e-16,-1.0
93940,2021,8380547,7952.0,0,2068617,1.2483333333333333,1.1436445,1,,30951.0,110669.0,5126703.666666667,-1.0,-1.8369701987210294e-16
93944,2018,132,1.67,0,0,1.0,0.39283192,1,1.0,2719.0,89916.0,0.0,0.0,1.0
93944,2019,857,5.2,0,0,1.16,0.39283192,1,1.16,2719.0,89916.0,132.0,1.0,6.123233995736766e-17
93944,2020,776,8.0,0,0,0.2133333333333333,0.39283192,1,,2719.0,89916.0,494.5,1.2246467991473532e-16,-1.0
93944,2021,808,7.0,0,0,0.185,0.39283192,1,,2719.0,89916.0,588.3333333333334,-1.0,-1.8369701987210294e-16
93950,2018,1834325,2281.73,0,336186,0.6133333333333334,0.54999405,1,2.1533333333333333,15003.0,105568.0,0.0,0.0,1.0
93950,2019,2022515,2383.27,0,0,0.5858333333333333,0.54999405,1,1.98,15003.0,105568.0,1834325.0,1.0,6.123233995736766e-17
93950,2020,3938757,4923.0,0,377863,0.6133333333333333,0.54999405,1,,15003.0,105568.0,1928420.0,1.2246467991473532e-16,-1.0
93950,2021,4415217,5048.0,0,87124,0.5716666666666667,0.54999405,1,,15003.0,105568.0,2598532.333333333,-1.0,-1.8369701987210294e-16
93953,2018,2141548,957.42,0,5211,1.6490000000000002,1.5048783,1,1.987,3576.0,154730.0,0.0,0.0,1.0
93953,2019,2485229,1037.48,0,515669,1.875,1.5048783,1,1.364,3576.0,154730.0,2141548.0,1.0,6.123233995736766e-17
93953,2020,3955169,1690.0,0,0,1.4683333333333335,1.5048783,1,,3576.0,154730.0,2313388.5,1.2246467991473532e-16,-1.0
93953,2021,4630465,1758.0,0,0,1.4966666666666668,1.5048783,1,,3576.0,154730.0,2860648.6666666665,-1.0,-1.8369701987210294e-16
93954,2018,9753,11.69,0,0,0.295,0.47990942,1,6.2425,269.0,54450.0,0.0,0.0,1.0
93954,2019,14145,14.45,0,0,0.45,0.47990942,1,7.384,269.0,54450.0,9753.0,1.0,6.123233995736766e-17
93954,2020,36525,49.0,0,1141,0.5616666666666666,0.47990942,1,,269.0,54450.0,11949.0,1.2246467991473532e-16,-1.0
93954,2021,50675,51.0,0,0,0.6849999999999999,0.47990942,1,,269.0,54450.0,20141.0,-1.0,-1.8369701987210294e-16
93955,2018,2252386,3344.35,0,201067,0.25,0.3833273,1,2.2666666666666666,32253.0,82331.0,0.0,0.0,1.0
93955,2019,2435358,3507.99,0,395282,0.2408333333333333,0.3833273,1,2.3866666666666667,32253.0,82331.0,2252386.0,1.0,6.123233995736766e-17
93955,2020,3660702,5813.0,0,3834,0.4483333333333333,0.3833273,1,,32253.0,82331.0,2343872.0,1.2246467991473532e-16,-1.0
93955,2021,4013833,5961.0,0,590866,0.48,0.3833273,1,,32253.0,82331.0,2782815.333333333,-1.0,-1.8369701987210294e-16
93960,2018,1168759,1808.36,0,5059,0.1775,0.36319613,1,3.3183333333333334,25736.0,92504.0,0.0,0.0,1.0
93960,2019,1370850,2018.85,20980,0,0.1816666666666666,0.36319613,1,3.296666666666667,25736.0,92504.0,1168759.0,1.0,6.123233995736766e-17
93960,2020,2010286,2996.0,0,4241,0.43,0.36319613,1,,25736.0,92504.0,1269804.5,1.2246467991473532e-16,-1.0
93960,2021,2269180,2999.0,0,227553,0.4966666666666666,0.36319613,1,,25736.0,92504.0,1516631.6666666667,-1.0,-1.8369701987210294e-16
93962,2018,83601,96.72,0,0,0.1025,0.24243164,1,4.17,189.0,89916.0,0.0,0.0,1.0
93962,2019,96787,106.95,0,0,0.1275,0.24243164,1,4.015,189.0,89916.0,83601.0,1.0,6.123233995736766e-17
93962,2020,157396,180.0,0,0,0.225,0.24243164,1,,189.0,89916.0,90194.0,1.2246467991473532e-16,-1.0
93962,2021,180322,187.0,0,0,0.2466666666666666,0.24243164,1,,189.0,89916.0,112594.66666666669,-1.0,-1.8369701987210294e-16
94002,2018,4038053,4017.24,0,16818,1.1469999999999998,0.97032803,1,2.407,27730.0,204573.0,0.0,0.0,1.0
94002,2019,4410656,4186.95,0,548654,1.073,0.97032803,1,2.158,27730.0,204573.0,4038053.0,1.0,6.123233995736766e-17
94002,2020,6622979,6686.0,138866,743213,1.03,0.97032803,1,,27730.0,204573.0,4224354.5,1.2246467991473532e-16,-1.0
94002,2021,7309907,6755.0,0,792214,1.106666666666667,0.97032803,1,,27730.0,204573.0,5023896.0,-1.0,-1.8369701987210294e-16
94005,2018,717077,781.53,0,107779,1.039,0.82074255,1,2.748,4718.0,151593.0,0.0,0.0,1.0
94005,2019,813506,825.2499999999999,0,0,1.046,0.82074255,1,2.7830000000000004,4718.0,151593.0,717077.0,1.0,6.123233995736766e-17
94005,2020,1188622,1297.0,0,317502,0.8583333333333333,0.82074255,1,,4718.0,151593.0,765291.5,1.2246467991473532e-16,-1.0
94005,2021,1313805,1327.0,0,0,0.985,0.82074255,1,,4718.0,151593.0,906401.6666666666,-1.0,-1.8369701987210294e-16
94010,2018,10477054,5704.8,0,78859,1.0790000000000002,0.8041317,1,2.308,42794.0,191758.0,0.0,0.0,1.0
94010,2019,11599461,5938.2,65910,1142450,0.955,0.8041317,1,2.117,42794.0,191758.0,10477054.0,1.0,6.123233995736766e-17
94010,2020,17752368,10177.0,0,327724,0.85,0.8041317,1,,42794.0,191758.0,11038257.5,1.2246467991473532e-16,-1.0
94010,2021,19658845,10506.0,6500,891504,0.905,0.8041317,1,,42794.0,191758.0,13276294.333333334,-1.0,-1.8369701987210294e-16
94014,2018,4757257,5559.66,0,416169,0.3058333333333333,0.42601392,1,2.035833333333333,46269.0,115513.0,0.0,0.0,1.0
94014,2019,5161054,5773.84,0,748415,0.3058333333333333,0.42601392,1,1.9808333333333328,46269.0,115513.0,4757257.0,1.0,6.123233995736766e-17
94014,2020,6977034,8303.0,0,1670100,0.5,0.42601392,1,,46269.0,115513.0,4959155.5,1.2246467991473532e-16,-1.0
94014,2021,7569130,8433.0,0,879035,0.5483333333333333,0.42601392,1,,46269.0,115513.0,5631781.666666667,-1.0,-1.8369701987210294e-16
94015,2018,6732978,8477.04,0,48367,0.178,0.3464076,1,2.001,64121.0,123552.0,0.0,0.0,1.0
94015,2019,7350101,8864.539999999999,0,277878,0.1629999999999999,0.3464076,1,1.973,64121.0,123552.0,6732978.0,1.0,6.123233995736766e-17
94015,2020,9673100,12401.0,0,1065928,0.4066666666666667,0.3464076,1,,64121.0,123552.0,7041539.5,1.2246467991473532e-16,-1.0
94015,2021,10399630,12442.0,8219,365105,0.4283333333333334,0.3464076,1,,64121.0,123552.0,7918726.333333333,-1.0,-1.8369701987210294e-16
94017,2018,993,1.23,0,0,0.0,0.16404039,1,2.675,16404.5,89916.0,0.0,0.0,1.0
94017,2019,1639,1.45,0,0,0.5,0.16404039,1,1.5,16404.5,89916.0,993.0,1.0,6.123233995736766e-17
94017,2020,1862,2.0,0,0,0.0,0.16404039,1,,16404.5,89916.0,1316.0,1.2246467991473532e-16,-1.0
94017,2021,1917,1.0,0,0,0.0,0.16404039,1,,16404.5,89916.0,1498.0,-1.0,-1.8369701987210294e-16
94018,2018,593358,465.55,0,0,0.06,0.3134522,1,3.984,3404.0,225763.0,0.0,0.0,1.0
94018,2019,692016,508.11,0,0,0.09,0.3134522,1,3.112,3404.0,225763.0,593358.0,1.0,6.123233995736766e-17
94018,2020,1085519,897.0,0,0,0.3733333333333333,0.3134522,1,,3404.0,225763.0,642687.0,1.2246467991473532e-16,-1.0
94018,2021,1221827,940.0,0,0,0.42,0.3134522,1,,3404.0,225763.0,790297.6666666666,-1.0,-1.8369701987210294e-16
94019,2018,2635376,2318.48,0,19659,0.4524999999999999,0.5994761,1,4.560833333333334,14754.0,153272.0,0.0,0.0,1.0
94019,2019,2879115,2434.9,0,48906,0.5133333333333333,0.5994761,1,3.92,14754.0,153272.0,2635376.0,1.0,6.123233995736766e-17
94019,2020,4296337,3886.0,0,0,0.71,0.5994761,1,,14754.0,153272.0,2757245.5,1.2246467991473532e-16,-1.0
94019,2021,4821259,3972.0,0,863985,0.7566666666666667,0.5994761,1,,14754.0,153272.0,3270276.0,-1.0,-1.8369701987210294e-16
94020,2018,410247,280.99,0,0,2.16,1.9887079,1,5.24,1745.0,250001.0,0.0,0.0,1.0
94020,2019,490481,305.73,0,0,2.13,1.9887079,1,4.8225,1745.0,250001.0,410247.0,1.0,6.123233995736766e-17
94020,2020,799773,497.0,5691,0,1.8066666666666664,1.9887079,1,,1745.0,250001.0,450364.0,1.2246467991473532e-16,-1.0
94020,2021,1000322,517.0,0,24527,1.7933333333333332,1.9887079,1,,1745.0,250001.0,566833.6666666666,-1.0,-1.8369701987210294e-16
94021,2018,49616,39.81999999999999,0,0,2.378,1.8575147,1,6.076,332.0,209712.0,0.0,0.0,1.0
94021,2019,65687,41.56,0,0,2.204,1.8575147,1,6.694,332.0,209712.0,49616.0,1.0,6.123233995736766e-17
94021,2020,105662,71.0,141304,0,1.7016666666666669,1.8575147,1,,332.0,209712.0,57651.5,1.2246467991473532e-16,-1.0
94021,2021,123065,74.0,0,0,1.8533333333333333,1.8575147,1,,332.0,209712.0,73655.0,-1.0,-1.8369701987210294e-16
94022,2018,6022700,3017.16,0,3338490,1.142,1.2958846,1,2.103,19993.0,250001.0,0.0,0.0,1.0
94022,2019,6638732,3139.06,0,1559758,1.196,1.2958846,1,2.151,19993.0,250001.0,6022700.0,1.0,6.123233995736766e-17
94022,2020,10377851,5372.0,0,0,1.375,1.2958846,1,,19993.0,250001.0,6330716.0,1.2246467991473532e-16,-1.0
94022,2021,11767281,5429.0,17097,84655,1.4116666666666664,1.2958846,1,,19993.0,250001.0,7679761.0,-1.0,-1.8369701987210294e-16
94024,2018,5448876,3628.26,0,0,0.754,0.859202,1,2.034,23673.0,250001.0,0.0,0.0,1.0
94024,2019,6069088,3762.35,0,74075,0.924,0.859202,1,2.012,23673.0,250001.0,5448876.0,1.0,6.123233995736766e-17
94024,2020,9366112,6005.0,0,615228,0.945,0.859202,1,,23673.0,250001.0,5758982.0,1.2246467991473532e-16,-1.0
94024,2021,10437174,6026.0,0,0,0.98,0.859202,1,,23673.0,250001.0,6961358.666666667,-1.0,-1.8369701987210294e-16
94025,2018,6583787,5634.71,0,2503665,0.912,0.79653186,1,2.019,40230.0,215871.0,0.0,0.0,1.0
94025,2019,7398078,5984.75,0,596839,0.909,0.79653186,1,2.002,40230.0,215871.0,6583787.0,1.0,6.123233995736766e-17
94025,2020,11294113,10079.0,0,993196,0.86,0.79653186,1,,40230.0,215871.0,6990932.5,1.2246467991473532e-16,-1.0
94025,2021,12520479,10284.0,0,1187817,0.9066666666666668,0.79653186,1,,40230.0,215871.0,8425326.0,-1.0,-1.8369701987210294e-16
94027,2018,5014848,1055.05,0,0,1.858,1.3455312,1,2.038,7030.0,250001.0,0.0,0.0,1.0
94027,2019,5727455,1097.48,0,1196,1.886,1.3455312,1,2.028,7030.0,250001.0,5014848.0,1.0,6.123233995736766e-17
94027,2020,7979655,1732.0,0,0,1.3033333333333337,1.3455312,1,,7030.0,250001.0,5371151.5,1.2246467991473532e-16,-1.0
94027,2021,9302228,1748.0,0,28623,1.38,1.3455312,1,,7030.0,250001.0,6240652.666666667,-1.0,-1.8369701987210294e-16
94028,2018,3187460,1036.7,0,24563,1.96,1.4828464,1,2.076,6645.0,250001.0,0.0,0.0,1.0
94028,2019,3534808,1058.37,0,140000,1.958,1.4828464,1,2.022,6645.0,250001.0,3187460.0,1.0,6.123233995736766e-17
94028,2020,5206715,1856.0,0,0,1.4349999999999998,1.4828464,1,,6645.0,250001.0,3361134.0,1.2246467991473532e-16,-1.0
94028,2021,6210183,1932.0,0,0,1.51,1.4828464,1,,6645.0,250001.0,3976327.6666666665,-1.0,-1.8369701987210294e-16
94030,2018,3527572,3491.86,0,288557,0.534,0.47005484,1,2.226,22589.0,157567.0,0.0,0.0,1.0
94030,2019,3831777,3620.07,0,7717,0.483,0.47005484,1,2.091,22589.0,157567.0,3527572.0,1.0,6.123233995736766e-17
94030,2020,5469316,5546.0,0,345128,0.52,0.47005484,1,,22589.0,157567.0,3679674.5,1.2246467991473532e-16,-1.0
94030,2021,5921388,5596.0,0,119873,0.5433333333333333,0.47005484,1,,22589.0,157567.0,4276221.666666667,-1.0,-1.8369701987210294e-16
94035,2018,3766,3.12,0,0,0.5,0.19076312,1,1.665,16404.5,89916.0,0.0,0.0,1.0
94035,2019,4057,3.88,0,0,0.5,0.19076312,1,1.665,16404.5,89916.0,3766.0,1.0,6.123233995736766e-17
94035,2020,4536,3.0,0,0,0.0,0.19076312,1,,16404.5,89916.0,3911.5,1.2246467991473532e-16,-1.0
94035,2021,4948,3.0,0,0,0.0,0.19076312,1,,16404.5,89916.0,4119.666666666667,-1.0,-1.8369701987210294e-16
94037,2018,613235,451.23,0,12884,1.25,1.0965309,1,3.945,2897.0,201367.0,0.0,0.0,1.0
94037,2019,694243,474.94000000000005,0,0,1.5525,1.0965309,1,3.0625,2897.0,201367.0,613235.0,1.0,6.123233995736766e-17
94037,2020,1053325,783.0,0,0,1.0916666666666666,1.0965309,1,,2897.0,201367.0,653739.0,1.2246467991473532e-16,-1.0
94037,2021,1185411,793.0,0,0,1.1183333333333334,1.0965309,1,,2897.0,201367.0,786934.3333333334,-1.0,-1.8369701987210294e-16
94038,2018,540167,415.74,0,1823292,0.278,0.3621902,1,3.526,3016.0,128333.0,0.0,0.0,1.0
94038,2019,586399,434.23,0,0,0.32,0.3621902,1,2.763,3016.0,128333.0,540167.0,1.0,6.123233995736766e-17
94038,2020,818888,714.0,0,0,0.3983333333333334,0.3621902,1,,3016.0,128333.0,563283.0,1.2246467991473532e-16,-1.0
94038,2021,881883,724.0,0,0,0.4133333333333333,0.3621902,1,,3016.0,128333.0,648484.6666666666,-1.0,-1.8369701987210294e-16
94040,2018,2586691,3704.93,0,113230,0.2374999999999999,0.36334544,1,1.195,35581.0,184494.0,0.0,0.0,1.0
94040,2019,2837003,4059.43,0,0,0.215,0.36334544,1,1.12,35581.0,184494.0,2586691.0,1.0,6.123233995736766e-17
94040,2020,4698779,7498.0,0,0,0.4216666666666666,0.36334544,1,,35581.0,184494.0,2711847.0,1.2246467991473532e-16,-1.0
94040,2021,5190746,8113.0,0,57730,0.41,0.36334544,1,,35581.0,184494.0,3374157.6666666665,-1.0,-1.8369701987210294e-16
94041,2018,1159952,1850.36,0,0,0.2691666666666666,0.39048436,1,1.1841666666666668,15841.0,168980.0,0.0,0.0,1.0
94041,2019,1268810,2010.51,0,0,0.2366666666666666,0.39048436,1,1.1458333333333333,15841.0,168980.0,1159952.0,1.0,6.123233995736766e-17
94041,2020,2110546,3593.0,0,0,0.4616666666666666,0.39048436,1,,15841.0,168980.0,1214381.0,1.2246467991473532e-16,-1.0
94041,2021,2282982,3821.0,0,0,0.5283333333333333,0.39048436,1,,15841.0,168980.0,1513102.6666666667,-1.0,-1.8369701987210294e-16
94043,2018,1869144,3481.84,0,0,0.1716666666666666,0.31356433,1,1.1916666666666669,32042.0,180781.0,0.0,0.0,1.0
94043,2019,2080580,3887.54,0,0,0.1575,0.31356433,1,1.1266666666666667,32042.0,180781.0,1869144.0,1.0,6.123233995736766e-17
94043,2020,3518029,7257.0,0,136404,0.35,0.31356433,1,,32042.0,180781.0,1974862.0,1.2246467991473532e-16,-1.0
94043,2021,3820520,7513.0,0,13097,0.3816666666666666,0.31356433,1,,32042.0,180781.0,2489251.0,-1.0,-1.8369701987210294e-16
94044,2018,6094598,6966.139999999999,0,663305,1.207,1.0549036,1,3.05,37540.0,156658.0,0.0,0.0,1.0
94044,2019,6727856,7237.309999999999,0,521961,1.23,1.0549036,1,2.937,37540.0,156658.0,6094598.0,1.0,6.123233995736766e-17
94044,2020,9333478,10235.0,0,1024638,1.1,1.0549036,1,,37540.0,156658.0,6411227.0,1.2246467991473532e-16,-1.0
94044,2021,10304473,10396.0,0,790077,1.1466666666666667,1.0549036,1,,37540.0,156658.0,7385310.666666667,-1.0,-1.8369701987210294e-16
94060,2018,286352,154.54999999999998,0,0,1.3425,0.97663176,1,5.6825,1389.0,111351.0,0.0,0.0,1.0
94060,2019,349762,174.48,0,0,1.375,0.97663176,1,5.7325,1389.0,111351.0,286352.0,1.0,6.123233995736766e-17
94060,2020,522031,321.0,2297285,20956,0.975,0.97663176,1,,1389.0,111351.0,318057.0,1.2246467991473532e-16,-1.0
94060,2021,661505,330.0,0,0,0.9383333333333334,0.97663176,1,,1389.0,111351.0,386048.3333333333,-1.0,-1.8369701987210294e-16
94061,2018,4387024,4784.21,0,11848,0.414,0.40202996,1,2.036,37369.0,141599.0,0.0,0.0,1.0
94061,2019,4743805,4921.3,0,84999,0.438,0.40202996,1,1.599,37369.0,141599.0,4387024.0,1.0,6.123233995736766e-17
94061,2020,7216239,7924.0,908124,155249,0.43,0.40202996,1,,37369.0,141599.0,4565414.5,1.2246467991473532e-16,-1.0
94061,2021,7849159,8065.0,0,525176,0.66,0.40202996,1,,37369.0,141599.0,5449022.666666667,-1.0,-1.8369701987210294e-16
94062,2018,8868932,4251.44,0,417494,1.174,1.3183796,1,2.742,25944.0,233333.0,0.0,0.0,1.0
94062,2019,9949409,4457.25,0,153541,1.151,1.3183796,1,2.461,25944.0,233333.0,8868932.0,1.0,6.123233995736766e-17
94062,2020,14760232,7352.0,13212,981718,1.405,1.3183796,1,,25944.0,233333.0,9409170.5,1.2246467991473532e-16,-1.0
94062,2021,16620466,7365.0,0,0,1.461666666666667,1.3183796,1,,25944.0,233333.0,11192857.666666666,-1.0,-1.8369701987210294e-16
94063,2018,1959886,2876.31,0,94019,0.1891666666666666,0.28070456,1,2.0741666666666667,34695.0,115528.0,0.0,0.0,1.0
94063,2019,2105659,3131.58,0,271132,0.1616666666666666,0.28070456,1,1.725833333333333,34695.0,115528.0,1959886.0,1.0,6.123233995736766e-17
